Time,Amount,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
151606.15830135453,142.0,-0.141911,-1.294568,-1.087936,0.928236,1.148034,0.741727,0.770028,1.140326,0.417733,-0.775056,0
142350.97839343973,49.27,0.550058,0.532729,2.498994,0.745528,1.474525,-0.920402,0.047328,-1.545806,-0.240548,-2.058488,0
102369.23749936094,22.68,-0.765626,-0.419972,2.319741,0.872319,1.105741,-0.754856,-0.939157,0.005749,-0.897747,-0.444982,0
170469.83499142688,363.57,-0.743305,0.836731,-0.834832,1.398053,-0.589584,-0.747777,-1.009957,2.279504,-0.244349,-0.968097,0
43142.631930867334,64.65,1.699163,3.084122,-1.947173,-0.8118,0.86698,-1.288588,-0.503622,-0.417531,-1.979426,0.525209,0
77803.93373349145,98.63,-0.243381,-0.028921,0.608344,1.511674,1.079735,-1.487417,0.257558,1.947969,-0.690926,-1.792948,0
130014.35406209454,123.85,-0.315797,-0.16162,-1.888582,-0.265535,0.795202,1.09231,0.601479,0.268425,-2.682571,-0.496761,0
49383.39839487037,3.18,-4.268026,-0.932735,-1.305311,1.084133,0.704962,1.13943,1.569715,-0.864853,0.249759,0.459868,0
159103.8115792074,17.19,-2.440438,-1.75674,0.150064,-0.818963,1.315568,-1.716507,-0.21968,-0.20233,1.45498,1.220632,0
73221.97023050622,0.01,-3.685976,-0.428728,2.642186,2.949259,0.543203,-3.938766,1.706094,1.66424,-0.628216,-1.60002,0
132083.59603191598,4.11,-2.202939,0.603328,-1.091764,0.712085,0.42002,1.694459,-0.413693,2.343964,0.721036,0.492692,0
44420.43321029527,10.52,0.569608,-2.117501,-1.507892,0.414332,-0.202508,2.084954,-2.260854,-0.063526,-0.893706,0.35527,0
47109.42732675464,612.26,-2.297968,-0.306341,0.044906,0.603128,0.525361,1.447885,0.185006,0.952206,-0.265982,0.34337,0
100603.94341146287,119.36,1.322951,-0.314492,-1.923611,-0.029473,1.866134,-0.612288,-0.299329,-1.643687,0.535886,0.486658,0
136784.85875582663,68.59,-0.05712,-1.303221,1.215506,-2.618096,-0.941318,1.921722,0.411161,-0.100593,0.555183,-1.226026,0
164125.42501684447,19.25,-0.3398,-0.277599,0.786065,1.722272,0.998178,1.734009,1.196976,0.053419,-2.2149,-1.068798,0
56044.11640634231,36.27,-2.451264,2.730152,1.113546,-0.203602,-1.961095,0.106595,-1.961417,-1.120408,1.107256,-0.936812,0
26001.608429836364,75.32,-0.608212,0.627105,-4.315103,0.71047,0.732209,0.609793,-0.401906,-0.182397,0.942789,-0.983623,0
44572.31326917889,9.92,1.117912,0.242684,0.210979,-0.841279,0.096737,-0.929246,-0.944783,-1.663138,0.282826,1.264273,0
161175.4819235735,338.76,1.522928,-1.102509,-0.8873,-0.390638,0.883455,-0.613277,-1.326366,-0.34768,-0.949066,-1.265285,0
110698.30371724773,79.26,-0.512567,-1.021942,1.055077,-1.546103,0.158612,-0.913374,-0.86907,-1.147083,1.467608,0.924738,0
26754.38425688599,1184.52,-1.167604,1.439415,-1.09805,-0.238195,-0.998611,0.566945,2.129403,0.378696,-0.065528,2.708095,0
142995.26973996917,3.89,-1.06512,0.583925,0.04462,-0.695007,-0.453541,0.106672,1.841966,-1.119962,-0.451255,2.098821,0
156905.60464886326,156.79,1.692857,2.780565,-2.32403,-1.089138,-0.390502,2.162734,-2.763476,1.48014,-0.969773,0.601176,0
154772.60157252496,48.6,3.287059,0.019141,0.360593,-1.516757,0.099634,0.831244,1.929305,-2.328982,0.213105,-0.227456,0
34503.62955696456,1122.77,1.044975,-1.623103,-1.333884,-1.188004,-0.731648,0.505158,-1.305653,-0.258797,1.784707,-0.119998,0
157113.2515728776,52.87,3.129101,-1.609534,-0.013325,0.485681,-0.250777,0.829996,0.034891,0.657885,-1.123442,-0.645334,0
140280.20093103315,23.68,-1.724227,-1.754518,2.89622,-0.321243,0.815278,0.282217,-0.530524,-2.217641,-1.125316,0.396349,0
75885.08831431171,75.52,-3.275898,1.795639,-0.457095,-1.547797,-0.515456,-0.922867,-0.393667,-0.787974,-0.510538,-1.377637,0
29334.16599912704,12.0,0.391666,-3.413968,0.849509,0.632754,-0.396905,-0.736983,-2.138255,-1.324345,0.239185,0.57439,0
19339.710231927376,286.04,-1.684739,-0.362438,2.404675,0.693615,-1.471605,0.479019,-2.709831,-0.968547,1.791117,0.737153,0
54253.44876280657,28.54,-1.497575,1.369131,3.321231,0.389868,0.583882,1.890511,-0.291093,-1.744938,0.254477,-0.418857,0
753.9729955734103,56.63,-1.157465,-2.457114,1.281431,-1.018111,-2.359674,-1.948369,-1.351517,1.696413,0.263907,-0.91256,0
110743.15590199549,9.96,-1.168871,1.510949,-0.445238,-1.554593,-1.827656,1.017172,-1.090428,0.375344,-0.377908,1.213137,0
131638.72747006608,54.5,-3.288466,-2.515203,-2.825922,-0.747172,-1.212756,0.089087,-2.00184,1.644397,0.672762,-2.248343,0
6374.064502863267,49.79,3.900521,-2.094708,0.66009,-1.139232,-0.135105,-0.07384,-1.287177,-0.472212,-0.888096,1.058821,0
125883.18901352676,29.53,1.00356,0.734488,-0.417389,1.076268,1.040201,-0.173905,1.133689,-0.3781,1.155685,0.970874,0
113590.68171899821,48.08,0.952151,-0.357924,-1.255086,1.331606,1.41903,0.578723,1.457526,0.599847,-0.025406,1.262878,0
150014.98155643293,387.24,-2.407352,-2.556711,0.740042,0.681175,1.060444,0.26339,1.449661,-0.512006,0.733363,0.781545,0
79453.51322733852,11.31,2.847986,0.080351,-2.443335,-0.09643,0.53599,-0.279469,1.012047,0.285601,-1.586057,1.651119,0
3468.3029759911165,43.28,-3.000827,0.408347,0.48495,2.727113,0.468646,-1.750319,-0.362835,2.431735,0.028018,2.424309,0
115360.13702538743,0.89,0.425681,-0.536541,0.914445,-0.100746,-0.355441,-1.874889,0.225384,-0.647746,0.593753,-1.160203,0
167363.25091774136,18.22,1.640832,3.516802,-1.89565,-1.098897,1.090245,1.183811,0.810523,0.175792,-0.227735,-1.616373,0
103373.33081421406,90.98,-0.658019,-1.287851,0.101071,1.013026,0.068191,0.72628,-0.939886,0.001795,-1.281818,0.913059,0
61509.50325572668,96.47,3.10476,0.349669,-3.36739,-0.287284,2.168332,-1.543802,-0.364219,1.211199,-0.466494,1.431954,0
26991.620570407555,8.2,1.539022,3.331878,-1.133867,1.24536,1.288323,-0.504222,-1.235399,1.296677,0.447281,-2.08936,0
10120.08475316745,19.75,6.713807,-1.800834,0.480964,0.520948,0.102775,-1.125667,-0.033336,-0.346912,1.382441,-1.338219,0
148857.81454448483,1905.45,1.401753,-0.582309,-1.91787,0.090117,-2.479561,-1.442989,-0.020568,1.087536,0.411707,-1.560394,0
148120.5756093845,4.2,-0.36531,1.112716,-1.683297,1.730909,1.217537,-0.031478,-1.228069,1.780987,0.765871,0.167137,0
71037.32012940208,116.23,0.439414,1.3771,2.371045,0.612339,0.635043,0.80849,-0.062241,0.815298,0.374764,1.231126,0
126995.18642983772,218.49,-1.50602,1.546666,-1.527386,-0.153999,-2.796323,-1.337226,0.876272,-0.672984,0.238621,-0.696526,0
94529.43572237183,24.81,-0.807012,-1.103114,-0.670414,0.608844,-0.505411,2.000124,1.864571,-1.248291,-0.763379,-1.459328,0
13453.606588395387,0.96,4.34739,1.147887,1.179137,2.847492,0.742856,-0.68916,-0.563001,0.349714,-1.330379,-0.287748,0
107724.54956995125,101.96,0.744172,1.632057,-0.958785,0.111105,-0.182481,-0.139729,0.07146,-0.671205,1.895954,0.828094,0
89285.48096709907,23.51,2.101652,1.625073,-2.613107,-2.768165,-2.409609,0.513571,-1.193556,1.876006,0.005786,-0.362598,0
159938.23903029095,51.27,2.256299,-1.725171,0.724464,-1.211641,0.311739,0.331257,0.3712,0.079097,-1.517485,-1.690914,0
33832.70809159042,46.99,3.766239,0.04487,-1.592382,-0.274499,1.313514,-4.290595,1.309899,-1.589421,0.949884,-0.320102,0
1437.6860168587796,151.36,0.640091,-0.451724,-0.32486,-0.808109,1.631155,-0.819691,0.244501,-0.397532,1.278447,0.204404,0
158704.0874747266,132.64,-2.225023,-1.019982,1.037691,0.699506,0.944862,-0.409187,1.324119,-2.557795,1.838446,0.793444,0
157105.4856284596,33.6,0.060403,-1.023407,0.692269,1.248426,-0.492847,-1.016337,-2.036666,-0.323235,1.870148,-0.904434,0
10414.205042036116,254.77,-1.344372,0.970516,0.665782,-0.459601,0.117618,-2.428631,1.171076,0.197526,0.651664,0.568886,0
61890.517676074836,16.73,2.340157,2.521296,0.06185,0.227441,-0.948781,1.34612,0.87185,1.740823,0.074136,-0.540841,0
61399.25253628779,24.4,-3.481721,-1.017181,-2.822518,-0.417419,-0.804048,1.00105,0.073064,0.419343,0.660305,0.33547,0
46427.44770171868,55.55,0.743452,1.411514,1.44565,0.331224,0.9146,-1.896653,0.172158,-0.242652,-0.05534,0.688351,0
64138.59477002204,413.58,-1.560098,-0.463715,-3.564356,0.598033,1.981899,1.31572,-1.649699,0.300685,-0.044619,-0.070856,0
59731.30655836356,15.12,-0.915832,-2.490714,-0.628479,-0.928609,-0.341021,-3.296787,-1.188949,-1.031861,2.02852,-1.434407,0
130069.4353155604,6.43,0.597357,1.245164,2.78707,2.53455,-1.679818,0.679105,-0.476111,-0.733934,0.558137,-1.308079,0
70629.26476575105,29.07,0.402342,1.586182,1.371601,1.300215,0.348944,-0.354788,0.142261,-0.171123,-0.499331,-0.08909,0
9778.001382152459,16.72,0.1525,-0.575955,-0.263501,2.628285,-1.240732,1.048025,0.353678,-0.067871,-1.614545,-0.814963,0
28130.282934836436,147.35,-0.221949,-1.970818,-0.057382,-0.166981,-0.179584,-0.736041,-0.302053,0.380125,-0.090561,-0.973977,0
64733.05980745423,99.86,-1.316547,-2.284751,-3.829357,-0.495781,-0.397919,0.647777,-1.917734,0.814651,0.18837,-0.560364,0
12270.124431346545,227.21,-0.678936,0.993797,-1.633322,0.903247,-0.101992,0.618274,1.028272,1.795366,-1.098265,-0.674711,0
154516.18314195963,645.7,0.360506,-3.812496,0.220612,-1.796618,0.184069,1.609483,1.45927,-1.40622,1.248546,-1.16797,0
99725.83183663024,6.63,-2.167865,-0.384907,2.056908,-1.727258,0.081283,-1.226377,0.433091,0.125602,1.719774,1.065681,0
28998.362127633747,549.82,0.145688,1.050931,-2.017142,-0.708153,-0.102282,1.140494,0.006185,-1.036728,2.680741,-0.107862,0
58312.099405018766,117.3,-1.408727,-1.904692,-0.686987,1.424828,0.712693,-1.085802,-0.711144,-0.963569,1.230435,0.380636,0
62071.27147860889,3.7,1.148958,-2.509302,-1.642656,0.629232,2.062749,-2.17115,-0.32525,-0.617158,-0.476157,-0.899878,0
21240.69323881897,23.78,-2.394145,0.581171,2.187497,3.36615,-0.598336,2.034682,-1.422188,1.105232,-0.86643,-1.347114,0
102012.08091127596,5.05,-0.008227,1.363647,2.580455,-1.969381,0.032647,-1.792998,0.0351,2.793597,0.967888,-0.441744,0
92371.83307021014,34.14,-0.296244,-0.942798,0.483797,2.139781,1.064682,1.484386,0.408205,-0.788207,1.685527,1.205905,0
3786.6232123215477,26.76,2.177869,3.626145,-1.155351,1.556142,-1.632627,-2.247115,1.081495,0.61269,-2.668054,-0.068572,0
54878.99822112096,23.76,2.538071,2.762106,0.066422,-2.22461,-3.844884,0.926702,-0.459147,0.108043,-1.223357,0.041821,0
164409.66587458228,50.46,0.528825,-0.5429,-1.672238,0.303449,-0.187739,-1.395748,-0.384271,0.306477,-0.72798,0.810806,0
15144.6666407913,85.06,0.978136,0.667678,1.740678,-3.40729,0.639151,0.179638,-0.708267,-2.736478,0.723389,-2.517149,0
1206.5348529241546,5.9,1.565743,-0.94727,-1.274672,-0.58136,-1.789766,-1.023664,-0.070926,1.997478,1.292138,-0.200811,0
149675.2379899088,4.78,1.096144,0.939039,0.317381,0.154278,2.026521,1.565798,0.132915,-1.176981,-0.150684,0.859729,0
150330.67078711995,473.09,-1.001046,-0.333129,2.336866,-1.699716,0.027864,-0.016934,0.366169,1.456824,-1.159915,-0.642022,0
51205.09856828545,8.21,1.803422,2.91138,-1.338141,0.931781,1.228849,0.504891,-1.290373,-0.108368,0.339391,-0.050713,0
104425.28333112727,86.4,2.638754,0.529156,0.316279,0.179462,-2.11546,2.579669,-0.686931,-1.568405,-1.429727,0.490793,0
24206.517832871352,52.35,-2.194716,2.268698,0.264566,-1.009961,-0.431131,-0.262032,1.723828,1.560527,0.275501,-1.932226,0
171558.74977903935,412.07,-5.344174,-1.907724,0.094987,-0.782021,0.956739,-1.028235,-0.331464,0.992086,0.20409,-0.272348,0
36402.426260179185,107.39,-1.889889,-0.460076,-0.740015,1.106621,-0.455112,-0.669921,0.812333,-0.604887,0.140638,-0.98796,0
70916.5717038135,278.68,1.988138,-1.027132,0.432797,-0.08336,0.524295,-0.937018,-4.265229,-0.207891,-2.772143,-0.400456,0
59777.56671211519,15.98,-1.148748,2.806275,-1.304744,1.192069,-0.379478,-0.992975,-1.687134,-1.088612,-0.26,-0.170732,0
10826.47355708526,162.26,0.6189,1.947418,1.228765,-1.848534,-0.655146,-2.526662,2.290912,-0.517667,-0.611986,0.45276,0
148916.5553111358,148.96,-1.102765,-1.173352,3.00549,1.502133,-2.126121,-3.864226,-0.824354,-1.386142,-0.706297,-1.542523,0
154228.0245041974,5.96,2.673767,0.129724,-1.064683,0.487781,0.036268,-0.592623,0.465844,-1.589693,0.438806,-0.701007,0
81061.72606902159,6.08,-0.316931,-1.431294,-2.131111,0.464782,0.839428,1.841603,0.552483,0.283291,0.461759,0.044468,0
90289.75929158968,50.79,2.022564,-0.467364,0.065467,1.328606,1.260395,-1.529295,-1.906522,-0.711868,-0.672786,-0.581606,0
55443.664987172975,623.28,2.249771,0.811562,0.216411,0.258914,3.344438,2.067634,0.209605,0.497354,1.299332,-0.07658,0
22632.26278939328,2.32,-1.149289,-0.382831,-1.678856,-0.623798,0.040663,-0.393517,0.741088,2.361998,-1.102786,-0.691228,0
106817.31089017098,30.19,-4.036232,-1.09245,1.211591,2.0587,-0.24285,-1.77727,0.109084,0.652697,-1.644,-0.122827,0
39929.72485041874,10.55,-1.579146,1.362446,1.244941,0.327139,0.947114,1.733794,0.646067,-0.130226,0.569407,-0.708827,0
10719.952755053448,50.72,-3.496481,0.765173,0.099848,1.925919,0.838457,-0.027232,-2.752581,0.068552,0.633009,-0.737254,0
69267.12481675697,45.11,0.759077,0.685792,0.713662,1.564841,-0.119447,-0.585931,-0.47115,0.950021,-1.038697,0.776192,0
17390.15628886656,6.18,-2.559299,0.050931,-0.966911,0.171203,0.766575,2.77435,1.058838,0.213487,1.094356,0.874708,0
26573.824312683755,8.21,0.547891,-2.432386,1.753129,-1.099547,0.360845,0.672536,-0.492007,3.660238,0.964479,-2.149166,0
63509.94817197663,1254.82,-1.552958,3.320001,1.910811,-0.531669,0.872712,0.206662,-0.28291,1.849979,-0.501659,-0.229751,0
23356.734765953373,63.75,-0.054764,-1.926581,1.422601,1.141879,0.550128,-1.484378,0.526592,1.234357,1.789084,2.470183,0
151485.25164391307,8.34,-0.756757,-1.657254,2.142673,0.911394,0.056627,2.182938,2.344772,1.266638,1.868987,-0.758439,0
103235.77311668698,94.03,1.320178,0.031002,-0.475067,-1.141818,-0.12645,0.071611,1.178556,1.084306,0.167178,-0.405146,0
136088.48203639706,6.7,3.14037,-0.668739,1.427691,-0.702084,0.912891,-0.280294,1.020258,1.603199,0.622915,0.299168,0
84437.54330192624,35.64,-2.289519,-2.092771,-1.750402,1.353878,1.059169,-1.703762,1.174604,0.403507,-0.062412,-2.252562,0
62393.71271173123,212.01,3.883446,-1.150799,-2.385492,-3.881847,0.218293,0.890413,0.236284,-0.077058,-1.096563,-0.506321,0
85115.93542616982,2.53,-1.027675,1.189474,0.416752,0.499758,-2.724405,1.92943,0.39258,-1.329994,-0.509802,0.373862,0
50883.68324884337,54.1,1.088143,-1.428758,-3.151036,1.3625,-0.031418,0.172796,-0.625414,1.330309,1.194518,-0.825241,0
63903.73063458412,1.35,0.024623,-0.644332,1.810077,0.777691,1.441408,-1.248309,-1.215965,1.406193,0.616483,0.823799,0
57922.08335641168,129.34,-1.678872,0.718008,1.241465,1.06472,-0.617657,2.476513,-0.141712,1.487283,-0.286133,-2.910172,0
39736.15589797969,8.09,0.697856,0.132716,1.52297,-0.652147,0.66092,-1.337287,1.261544,0.92358,-0.625546,1.14507,0
163684.5541719308,3.52,3.419629,-0.963099,0.042397,1.592726,-1.425657,-1.514152,-0.897257,0.513716,1.968625,-0.795789,0
45158.345490594314,11.52,2.492358,-4.170148,1.725072,-1.158841,1.095848,-2.613869,0.105778,-1.219321,0.64127,-1.587823,0
89109.40510595482,210.14,-2.322034,2.376776,0.537963,1.556001,-2.452148,0.686891,-0.257447,0.359353,-0.581415,0.820159,0
124443.20924886648,926.26,1.501909,-2.57596,-0.210598,0.503639,-2.781764,-2.676276,0.69047,-0.340883,0.213831,0.142939,0
72189.09721873722,27.88,-0.64041,0.412994,2.0774,0.128042,0.170673,1.932421,0.031506,0.581739,0.733333,0.084135,0
64777.636141696064,23.15,-0.835227,-2.114291,-2.03802,1.73421,0.459314,-0.352458,-0.572666,0.073016,-0.346372,0.23551,0
109023.28535159944,28.99,1.005647,-1.462212,2.751428,0.157684,-0.03011,-0.451387,-0.685926,-2.115949,-0.585753,-1.789558,0
105019.56672527046,11.24,-1.57494,-1.7187,1.350875,0.923761,0.858241,1.352378,2.659356,0.023177,0.93244,0.404349,0
124251.13241583762,67.62,2.079037,2.130492,0.514139,1.143321,0.928119,0.026804,-1.025989,0.097483,-0.530131,-1.077157,0
150954.3862456511,7.94,-2.882869,-2.777093,-2.330195,-0.04731,0.855195,0.147006,-0.238024,-1.151546,2.156782,-0.078685,0
13432.54526754938,98.51,-0.20365,-1.874599,-2.503734,-0.017769,1.022693,0.102341,1.211348,-0.899429,2.230981,0.260667,0
58730.39373912183,82.38,-1.982838,-1.823807,1.082023,-0.434138,-1.499016,-1.282526,-1.053166,-0.779677,1.678301,-0.530071,0
146428.63440273338,20.48,-0.382972,-0.063018,-0.732658,0.634116,-1.320572,0.179188,0.28035,0.099003,0.183963,1.044205,0
76741.0946334637,9.78,5.246713,1.349668,0.077685,-0.318882,2.477352,-0.564873,-0.312606,-0.341409,-1.722526,-0.248365,0
20975.317532195713,3.2,-3.358153,0.19245,-1.390485,-0.396353,0.7391,0.579088,-1.255143,-0.240014,0.447278,0.626559,0
3822.9497042107255,190.09,0.442974,-0.872473,1.042058,-1.471834,-1.506463,-0.691089,-1.48799,0.011398,-0.294186,-0.052607,0
156618.03774437038,4.09,1.37417,-0.971041,-2.816078,-1.303557,0.402439,0.039451,1.390904,-1.255779,-1.543512,-0.163524,0
28733.76612105052,22.88,1.830054,-0.905403,0.183805,0.758463,-0.073963,2.187189,0.305404,-1.872005,0.080543,-0.792144,0
164252.07146092187,7.1,1.503438,1.356488,1.096311,-0.255114,0.443315,0.53352,0.295775,-0.212146,-0.17881,1.081926,0
103431.68522802892,1486.22,1.420706,0.452729,1.025101,-1.206148,2.087078,0.416205,1.259525,1.487328,1.063553,0.706693,0
103188.43687512416,11.94,4.026795,0.405367,1.267726,-0.827462,1.491602,0.361657,0.274969,-0.943126,0.699594,-1.781603,0
35593.350199538974,166.58,3.953592,-1.596659,-0.972819,0.569721,0.867786,-1.955819,-0.85072,-1.649787,-0.870762,2.298565,0
43599.986404154435,30.98,0.401111,0.218442,-1.15968,0.109304,-0.000142,1.687118,-0.741629,-0.838117,-0.099254,0.138257,0
3150.5902864752898,418.55,-0.961129,2.704802,2.319303,0.376418,-1.48985,-0.608453,0.384069,0.353485,0.489199,-1.094085,0
170871.64553727297,16.45,-2.91531,2.167307,-1.094937,1.602734,1.489873,1.907474,-0.019927,0.296835,1.414205,-1.529707,0
125911.80591608494,77.47,2.090102,-1.044502,-0.487698,-0.885159,-1.018464,-0.85067,-2.013875,-0.480366,0.109313,-1.354219,0
141780.25459819147,7.97,-0.780658,2.898019,2.318465,1.518981,-0.365309,-0.445886,-2.344513,-1.417358,0.376439,-1.173904,0
47849.09541888538,403.84,2.828024,2.121502,2.934846,1.085673,0.130264,-2.374897,-2.339626,2.504152,0.310026,-1.464506,0
129320.81562405278,2.91,1.58571,-0.010008,-0.173194,2.220496,0.850319,-0.874482,-1.0577,0.511896,-1.170548,0.655869,0
87351.91379536848,19.08,-1.0626,0.814086,-0.73737,-2.061647,0.587596,1.583544,0.230259,0.253001,-1.006074,0.958494,0
166513.5320410229,83.21,-1.839669,2.344868,1.191759,1.424971,0.876622,-1.746421,0.636872,-0.859262,1.354882,1.599899,0
84610.49633833524,9.75,-1.462827,-1.445159,1.403311,-1.495776,-0.320439,3.988722,-0.568126,-0.316847,-0.159344,-0.635793,0
166474.55823210152,46.27,-1.464762,-2.597596,-0.624676,-1.508666,1.351846,1.638496,0.057399,0.355054,0.442334,0.804522,0
52020.762249769294,122.12,0.90797,1.982522,-0.235545,0.790269,-0.613313,0.880921,-0.017283,-0.412519,1.324233,1.592454,0
97561.2624077025,308.33,2.518482,0.314157,0.25572,-0.01535,0.130755,0.655958,0.44703,0.29222,0.606385,1.759123,0
9030.161540624908,53.68,-0.333298,2.012016,0.845532,0.564895,-0.799258,-2.475497,1.426169,1.273506,-1.043647,-1.078261,0
147749.21883992478,108.01,2.423491,-0.906489,0.073059,1.005845,-1.186409,-1.179226,0.288901,0.942213,-0.290578,0.941908,0
20068.812322650825,11.02,-2.525186,-2.066553,1.228782,0.52416,0.464887,1.886302,2.27257,-0.749201,-1.671932,2.476347,0
93777.88316974533,15.32,1.918848,-2.19934,2.009168,0.755464,-0.63901,-1.001421,0.472682,-0.157532,-1.219463,-0.416327,0
11826.554557125795,11.39,-4.624868,3.359934,2.385138,-5.145909,-0.865332,-2.246649,-3.469679,-0.564585,2.409882,-2.828662,1
165303.00652322153,326.44,-4.880099,-1.201046,-1.608069,2.616258,-1.700415,-0.069077,0.132704,0.296055,1.044987,-2.399171,0
24196.164057213296,3.56,5.315612,3.004877,-1.69153,1.244002,1.835218,-2.30816,-1.677786,-0.200864,-0.806422,-0.500062,0
44527.60313473772,230.14,2.040609,1.113012,0.391826,0.595851,1.102248,-2.664952,-0.381422,0.044129,-0.91128,1.015957,0
67016.34833764572,56.8,1.893224,-0.27676,1.155966,-2.516534,-1.284252,0.21203,-0.655828,-0.638181,-0.680658,-0.354335,0
106442.28580495894,5.27,-1.07519,1.218331,-1.299416,0.268473,-0.740765,0.44958,1.264259,0.738767,-0.189047,1.292501,0
133213.62880727803,428.53,2.049937,1.355417,-0.345978,-1.767717,-0.148329,-0.412819,1.762434,0.61833,-0.993915,-0.498831,0
135976.90514491498,90.91,0.090482,1.310298,-3.865102,3.27161,-1.455084,0.866041,-0.851477,-1.781909,0.53081,-0.206185,0
156736.85075971577,7.23,1.110833,1.81457,-1.291713,-1.105044,-0.130664,1.304648,-2.547787,1.200659,-0.510307,-1.492041,0
43507.98071862292,1.1,0.591948,-1.023658,-0.159182,0.338835,0.726218,0.905295,-0.816426,1.358668,1.446328,0.11207,0
24061.600129120445,175.45,-0.296436,1.038872,0.908482,-0.437947,-1.164061,0.711642,0.780758,1.582957,0.847462,2.146166,0
129575.79612661284,5.46,1.252606,1.164861,1.514435,0.283216,0.405396,1.509658,-1.129293,0.59107,0.520936,0.079343,0
116145.02259173582,35.18,0.209955,-0.129416,0.763852,0.012435,-1.124587,0.08292,-1.385515,-0.394336,1.344617,3.056496,0
74590.7695884886,27.67,-1.904797,0.267603,0.465721,1.465952,0.518641,-0.861567,0.257122,1.147088,-1.864042,-1.637519,0
127012.35217360148,56.52,-5.521891,0.308905,0.379604,-0.393394,0.684703,-2.59755,1.110437,0.764486,-0.919378,-0.032244,0
8700.39826030424,45.29,-2.805893,0.195799,-0.49184,2.522026,2.007839,-1.013059,0.326702,-2.092347,-0.469847,0.255783,0
114659.2578844876,8.34,0.632918,0.836746,-1.16588,0.087483,0.743889,1.498935,-0.611037,-1.831239,-0.090695,1.461774,0
116954.72044255797,53.98,-2.276587,1.032252,-0.15351,-0.920117,0.253225,1.239446,-0.49505,-0.983419,0.758385,-0.446908,0
149361.1055722893,35.6,2.954463,-0.661829,0.424128,0.891682,-0.946041,0.594101,-0.226131,1.005458,0.784205,-0.584173,0
8096.00979356982,82.59,2.842872,2.439142,0.998575,-2.135812,-0.234715,0.959058,2.617214,0.778181,-0.252037,0.378938,0
22734.895989990495,10.44,0.756114,1.312172,-3.082481,-0.689161,-0.101807,0.158586,3.181188,-1.615855,0.856448,1.120544,0
4812.867213881656,32.34,-0.950785,-3.772675,0.581488,0.0473,-0.249302,-0.720935,0.200884,-0.573586,0.04498,-1.587345,0
70001.74561436348,12.22,-1.308645,-0.130142,-0.499891,-0.865265,-0.624454,0.110077,2.349235,0.292651,-0.782113,1.633302,0
39549.67991714863,110.71,0.891177,1.423257,-0.54787,1.029124,2.835303,-1.803924,-0.454139,-3.092643,0.318692,1.005886,0
93536.00674002498,42.76,-1.017835,-1.819542,-2.741114,-1.319898,-0.321819,-0.798067,-2.019549,0.13602,3.0471,-0.835637,0
17322.433411313083,289.92,0.72234,0.092026,-0.139736,0.27493,2.121952,1.656499,0.356877,0.948588,1.618788,-0.306741,0
163690.56108492168,40.27,2.264587,-0.395455,0.03137,-0.268807,-0.729571,-0.301934,0.383615,-1.446401,-0.93328,-0.189818,0
37382.30397460691,402.1,0.156632,-0.042545,-0.366809,0.146664,1.485732,-1.945629,0.423836,-1.174541,-1.4371,0.515561,0
25449.21738180131,23.84,0.825938,-1.49471,-0.451577,-1.742808,-0.427481,0.549387,1.581065,-0.325072,1.84353,-1.596438,0
166861.21531528386,99.48,0.601183,1.453683,0.346935,0.110143,-0.929874,-0.351307,-0.472189,1.368478,0.368969,-0.285351,0
2008.0292961197897,284.93,2.968555,0.813298,0.071434,0.127205,0.602818,0.166723,0.383066,1.998298,1.790703,-0.723235,0
123694.5538970649,12.27,-0.302884,-5.108672,-0.755369,-0.257244,-0.30396,0.452369,0.653292,-1.669344,-0.763453,-0.276984,0
24640.26809735383,50.14,-1.907978,-4.547715,-2.053406,-0.991229,-1.184575,0.446072,0.873311,1.056492,-0.610193,0.006622,0
85875.28984612747,62.62,-3.629608,-0.210268,-0.415753,1.123496,2.008232,0.184487,0.325144,1.324381,-1.000075,-1.909254,0
40319.911753803644,8.77,4.589657,0.321572,0.379826,1.091985,2.271478,1.199577,-1.307454,-1.44842,-0.656894,-2.600559,0
125468.58246727592,57.14,0.750805,2.510617,-1.340199,-2.039055,-0.90504,0.432119,1.240223,-0.827407,2.342644,-1.994313,0
35738.13193345087,407.75,2.368972,-1.989148,1.169434,0.765624,-0.683488,-1.425058,-1.927257,-2.751086,0.43384,-0.67719,0
90614.63853980583,28.36,1.610598,0.848078,1.326128,-2.285662,1.743516,0.452525,-0.36916,0.395195,-0.2936,0.774529,0
164231.10444842934,1.59,1.689273,-2.727621,2.922771,0.775642,-2.305722,-0.173519,-1.855629,-0.095163,1.677017,0.444944,0
137237.29884468016,14.62,0.347933,0.340941,0.518215,0.279954,-0.758798,0.811448,2.713494,-0.723967,-0.386751,1.313566,0
166072.95085872186,26.41,0.399322,1.464359,3.423827,0.085303,-0.022681,2.554924,-0.732938,-0.115033,-0.014551,0.86453,0
105426.64892786134,60.06,1.633081,-0.888815,1.252411,0.730071,-3.58446,-1.939965,0.486106,-0.753477,0.45538,1.638367,0
133083.3389916262,107.27,2.245753,2.243626,3.559596,-0.207994,0.337803,0.669616,0.774414,1.06385,1.250748,0.095033,0
164787.71463297034,5.93,-0.101225,-0.609219,1.233782,0.859692,-1.893489,-1.485293,1.023557,1.5591,-0.313107,-0.139521,0
