transaction_id,user_id,merchant_category,amount,timestamp,days_employed,is_disputed,feature_0,feature_1,feature_2,feature_3,feature_4,label
2304,53,travel,123.52,1700521315,-4058,0,-1.5348,-0.1294,-0.0647,-0.0885,0.2132,0
2305,198,grocery,74.24,1701467836,-365243,0,-0.4262,0.914,0.6719,0.8228,1.467,0
2306,88,grocery,8.19,1701828918,-2926,0,0.4749,0.0537,-0.1002,0.7032,0.0769,0
2307,142,travel,0.11,1701988639,-3666,1,-1.2426,-1.0469,1.4359,-1.8849,0.2992,1
2308,64,online_retail,2.05,1702170972,-365243,0,0.5479,-0.0866,-0.6737,-1.0601,0.1896,0
2309,75,electronics,7.9,1701787137,-3431,0,-0.3106,1.5427,0.4783,-0.3948,0.2975,0
2310,198,pharmacy,46.36,1700551764,-1157,0,-0.6768,-0.1839,-1.7804,-0.3584,0.545,0
2311,142,fuel,36.48,1701789033,-6544,0,-0.1685,0.8928,1.2659,0.7178,1.9905,0
2312,148,travel,17.04,1701168931,-6390,0,1.0352,0.0352,-0.203,-0.408,-0.709,0
2313,146,clothing,72.45,1700141868,-4208,0,0.3316,-0.3652,-1.3413,0.798,-0.5815,0
2314,59,restaurant,351.26,1701052457,-5290,0,-1.5075,1.1165,1.1525,-1.1432,-0.5363,0
2315,92,travel,17.52,1702328941,-5719,0,-0.8048,-0.6426,-2.0767,-0.4185,-0.3778,0
2316,160,pharmacy,28.85,1702262536,-5730,0,1.5798,0.1405,-0.5404,0.2213,-1.3499,0
2317,48,pharmacy,62.01,1702125258,-3409,0,0.0764,-0.6627,0.1271,0.4614,-0.552,0
2318,34,grocery,102.4,1700748118,-1162,0,0.2721,-0.6914,-1.0557,0.9157,1.0281,0
2319,171,grocery,91.69,1702023106,-5714,0,0.2068,0.781,-1.5459,0.8217,1.4267,0
2320,101,travel,73.65,1702418698,-1260,0,0.6038,-0.1277,-1.334,0.5435,0.556,0
2321,10,restaurant,133.66,1702218801,-5768,0,1.0919,-0.3237,-0.5697,-0.7608,-0.9251,0
2322,98,online_retail,187.04,1700366074,-4091,0,0.4923,-0.0351,0.4674,0.1531,-0.4146,0
2323,199,travel,687.52,1701741218,-2842,0,-0.8736,1.3245,0.225,1.1847,0.4748,0
2324,109,restaurant,62.64,1702589817,-7171,0,-0.3654,-0.4126,-0.8013,1.2708,1.4028,0
2325,73,online_retail,528.97,1701027306,-5691,0,-0.3074,0.6617,-0.3523,-1.4855,-0.57,0
2326,193,restaurant,131.12,1701984030,-6260,0,0.7284,1.0125,-0.003,-0.6833,-1.1268,0
2327,173,pharmacy,107.1,1700266651,-5592,0,-0.3159,-0.2452,-0.2497,-1.172,0.3552,0
2328,8,pharmacy,102.08,1700177375,-3203,0,0.0995,-0.2797,0.0027,0.5329,0.5532,0
2329,2,pharmacy,241.62,1701707928,-2982,0,1.2605,1.2753,0.5161,-0.1598,-0.6454,0
2330,84,clothing,295.52,1702227666,-365243,0,0.8585,-1.1832,0.0857,-0.9342,0.9768,0
2331,25,pharmacy,19.66,1701515355,-3473,0,0.8096,0.0299,2.8985,-0.7423,0.4473,0
2332,71,fuel,68.01,1701074106,-1225,0,0.5545,0.2387,-0.2775,0.1118,1.7798,0
2333,47,grocery,283.79,1702338500,-4388,0,0.0471,0.653,-1.6065,-0.1448,2.286,0
2334,193,grocery,48.14,1701063881,-2390,0,-0.5021,-0.5548,1.7375,-0.6081,-0.7268,0
2335,197,restaurant,26.48,1702206249,-1015,0,0.7038,2.3798,0.9201,0.0706,1.3444,0
2336,155,grocery,10.83,1701826669,-5730,0,-0.1906,-0.5009,1.499,1.3259,-0.3595,0
2337,116,electronics,90.94,1701791203,-5336,0,1.0405,1.3034,-0.1521,0.165,-1.1854,0
2338,153,online_retail,120.49,1702589201,-365243,0,-0.0121,-0.588,-0.2048,-1.3147,1.3131,0
2339,152,restaurant,21.76,1701100620,-4681,0,1.0845,1.3118,0.0393,-0.3114,0.3045,0
2340,11,grocery,111.97,1701008882,-6010,0,0.3711,1.4937,0.1843,0.1155,0.7997,0
2341,132,electronics,229.88,1700130436,-2027,0,-1.8596,1.4916,0.759,0.4635,0.6388,0
2342,47,online_retail,27.92,1700089363,-365243,0,0.9334,2.6549,-0.3546,1.158,0.4401,0
2343,36,clothing,13.01,1702418113,-1493,0,-0.7594,1.1628,0.3791,0.4017,0.2631,0
2344,43,grocery,180.44,1701675902,-365243,0,0.4874,0.8884,-0.3941,-0.0282,1.0987,0
2345,14,electronics,248.23,1701619530,-1701,0,-0.9291,1.1055,0.0492,1.101,0.5896,0
2346,42,travel,24.19,1700406201,-455,0,-0.3882,-0.3898,-0.6359,-1.1022,0.1699,0
2347,175,fuel,127.79,1701149622,-918,0,0.2505,0.6814,-0.2204,0.6533,1.1676,0
2348,86,travel,89.38,1700037403,-365243,0,1.946,-0.8139,1.3709,0.4534,0.382,0
2349,69,electronics,27.34,1701216841,-14,0,-0.2719,1.2789,0.383,-1.1457,-1.6185,0
2350,45,restaurant,173.53,1700397046,-6242,0,0.167,0.5987,-0.5573,-0.2431,1.1493,0
2351,107,pharmacy,63.57,1701180181,-4375,0,-0.2161,0.6005,-0.4143,1.2514,0.4342,0
2352,122,pharmacy,120.51,1701816490,-6060,0,0.2318,1.4889,-1.3261,0.7606,-1.4229,0
2353,170,pharmacy,35.87,1702249170,-490,0,0.2493,0.2102,0.5056,-1.5624,0.3994,0
2354,20,online_retail,169.16,1702382800,-985,0,1.3833,-0.4493,-0.5114,-0.3591,0.992,0
2355,150,restaurant,30.69,1701683415,-365243,0,-0.649,-0.2146,0.96,-0.6665,1.1173,0
2356,106,online_retail,45.38,1701090297,-1783,0,-0.4051,0.0074,1.011,0.98,-0.2704,0
2357,79,grocery,49.67,1700111597,-6768,0,-0.7658,1.5455,-0.0928,0.5566,0.8219,0
2358,46,pharmacy,23.12,1700172922,-6351,0,-0.6062,-1.199,0.7098,-1.3074,-0.8846,0
2359,116,travel,207.44,1701411379,-5984,0,0.7578,0.4863,0.4404,-0.4075,1.3172,0
2360,123,restaurant,12.05,1702394019,-1870,0,-0.8281,-1.9363,-1.6479,0.1795,0.0072,0
2361,142,restaurant,82.81,1700784717,-3305,0,0.7667,0.6672,-0.0237,-1.3439,-0.5357,0
2362,24,pharmacy,168.28,1700990533,-5693,0,-0.4612,1.6184,-0.0957,1.0276,0.2096,0
2363,35,travel,86.97,1701689224,-2645,0,-0.0726,-0.465,0.5218,-1.0127,-0.0292,0
2364,50,clothing,39.59,1702460436,-6839,0,0.111,0.2006,-0.8365,-0.3831,0.3138,0
2365,14,restaurant,152.03,1701807179,-5359,0,0.2267,1.257,-0.2019,-1.1759,-0.4637,0
2366,67,pharmacy,69.15,1701904188,-4346,0,-1.046,1.5787,0.8055,0.3595,0.3982,0
2367,20,fuel,17.79,1700348125,-5703,0,-0.0736,-1.3595,-0.434,-2.3988,0.6955,0
2368,140,electronics,38.11,1701870942,-4836,0,0.1375,0.0775,-0.7169,-0.0982,0.6037,0
2369,18,online_retail,89.63,1700194202,-3669,0,0.3958,-1.0918,-0.6926,0.6663,-0.2659,0
2370,33,grocery,107.52,1700321721,-4402,0,1.8108,-0.9637,-0.1918,-0.3736,-0.2157,0
2371,77,restaurant,79.44,1702538309,-5903,0,-0.9815,-1.8454,0.5691,1.4918,-0.4628,0
2372,124,fuel,31.75,1701615620,-6033,0,0.2872,-0.1656,-0.173,-0.6114,0.6956,0
2373,195,fuel,90.08,1701653594,-1826,0,0.2505,-0.6595,0.7779,1.4297,1.1766,0
2374,116,restaurant,40.41,1702058247,-3308,0,-0.1503,-0.8449,-0.867,-0.4773,-0.4108,0
2375,51,clothing,25.48,1702518280,-3363,0,0.8701,-1.8695,-0.0621,-0.5158,-0.7221,0
2376,26,electronics,291.01,1700606990,-3111,0,0.5183,-0.6633,-0.139,0.8648,-0.2873,0
2377,156,grocery,37.82,1701261160,-7142,0,1.2503,-0.7995,-2.8585,0.4954,0.3118,0
2378,155,restaurant,40.89,1700300767,-2766,0,1.0204,0.4293,1.4975,0.312,1.021,0
2379,34,online_retail,227.09,1700849735,-4279,0,0.8407,-0.5853,-0.449,-0.2412,2.1571,0
2380,135,grocery,15.4,1700056690,-3771,0,-0.5643,0.4225,0.1054,0.2312,0.0587,0
2381,143,travel,87.85,1701781518,-2693,0,-0.366,-1.124,-0.9347,0.7461,0.4704,0
2382,105,fuel,153.11,1701147556,-30,0,0.2099,1.8047,2.4493,-0.941,1.4118,0
2383,163,fuel,31.97,1701465426,-5508,0,-1.1998,-0.437,0.1647,0.8413,-1.2612,0
2384,157,restaurant,185.84,1700517926,-767,0,0.0792,0.1172,-1.4622,0.438,-0.1227,0
2385,145,restaurant,146.82,1700921594,-615,0,0.5715,-0.4708,-0.3727,2.2783,-0.7823,0
2386,1,online_retail,66.57,1702258232,-1005,0,-0.1819,-0.5118,0.1347,0.2984,1.2157,0
2387,176,travel,12.64,1700874075,-2122,0,-0.551,-0.2531,0.2451,-1.7954,1.1668,0
2388,76,clothing,351.01,1701815017,-3127,0,-3.243,0.7194,3.4752,0.6055,0.7005,0
2389,131,restaurant,97.88,1700456082,-3010,0,0.1063,-0.8365,0.789,-1.4069,-1.1818,0
2390,89,fuel,173.48,1701428094,-3820,1,-0.3207,0.6224,-1.6475,0.1447,0.6982,1
2391,88,grocery,216.67,1702538142,-365243,0,0.0799,-1.6678,0.9213,-0.2454,-0.0705,0
2392,93,electronics,54.71,1701777998,-4060,0,-0.49,-1.5618,-0.9869,0.9505,1.5951,0
2393,6,pharmacy,82.93,1702360406,-3094,0,0.5529,0.7542,1.6583,1.6324,0.5918,0
2394,94,grocery,195.48,1700475197,-6572,0,-0.5987,-1.9782,0.0631,0.1744,2.617,0
2395,107,clothing,49.92,1701180034,-5152,0,0.6647,0.2066,-0.8883,0.0878,1.2516,0
2396,73,electronics,148.01,1702024593,-365243,0,-0.2061,-1.2858,-0.8574,-1.3569,-0.6877,0
2397,38,grocery,29.59,1702312344,-6483,0,-1.1386,0.5495,0.6859,1.5096,-0.0506,0
2398,140,grocery,121.19,1701290858,-1971,0,-0.0682,0.3455,-0.5625,-1.1272,-0.9021,0
2399,158,travel,71.42,1701882809,-6101,0,0.6082,0.9171,2.39,-1.0269,-1.0715,0
2400,70,pharmacy,18.02,1700882517,-365243,0,-1.9039,0.1551,0.5402,-0.6319,-1.5254,0
2401,190,online_retail,14.62,1701251505,-365243,0,1.9998,0.3627,-1.2252,-0.3608,2.2918,0
2402,55,clothing,61.19,1702073062,-3142,0,0.9484,-0.3286,-0.9562,1.3616,-1.4284,0
2403,169,fuel,124.08,1701289876,-4768,0,0.4994,0.4822,1.1031,0.5622,0.6232,0
2404,188,travel,92.46,1701072374,-3970,0,0.3375,0.3059,1.8729,0.0153,0.8684,0
2405,41,electronics,192.91,1701455357,-7256,0,-0.401,-1.0285,-0.4789,-0.2452,-1.0494,0
2406,183,pharmacy,49.37,1702120179,-2925,0,-1.4898,1.198,-0.5986,-0.2816,-0.5738,0
2407,35,fuel,185.56,1700500252,-571,0,-2.3148,1.6387,-0.9217,1.0121,-0.9924,0
2408,83,travel,3.77,1702587999,-4860,0,0.227,0.9522,-1.1772,-0.4091,-0.6204,0
2409,195,pharmacy,45.54,1701840639,-1243,0,-0.4503,0.7735,1.3876,-0.357,0.2696,0
2410,117,online_retail,7.58,1701793801,-713,0,-1.3105,2.4696,0.5006,0.8398,-0.4815,0
2411,6,clothing,251.63,1700058334,-6733,0,1.0703,0.1389,0.9647,-0.9225,0.1809,0
2412,53,restaurant,64.5,1701676400,-4863,0,-2.0304,0.624,0.5555,-1.8496,-1.1326,0
2413,128,online_retail,38.0,1700420091,-5879,0,-0.8199,0.4935,-2.8159,1.9495,-0.7444,0
2414,171,restaurant,67.82,1700679874,-1294,0,2.9877,0.0118,-2.3562,-1.5807,0.0192,0
2415,119,electronics,76.11,1701572180,-2867,0,-1.3671,-1.0005,-2.4684,-0.4539,1.4767,0
2416,172,restaurant,187.23,1700259201,-1675,0,-0.7217,0.533,-1.0776,1.0128,-0.5083,0
2417,105,travel,78.18,1700531022,-365243,0,0.2523,-0.789,-0.3448,-1.3312,1.6069,0
2418,46,electronics,56.45,1701786936,-3664,0,0.0493,-0.7957,-0.2702,0.4191,0.673,0
2419,122,fuel,1257.82,1700311493,-6154,1,-1.0442,1.1554,-0.3929,-1.0112,-0.7042,1
2420,140,online_retail,345.96,1700138923,-5588,0,-0.6272,1.8782,0.1175,0.7422,1.2002,0
2421,118,online_retail,3.92,1701959486,-1360,0,0.0907,0.9433,0.028,-0.096,-0.3165,0
2422,149,clothing,122.71,1702229824,-636,0,-0.4556,0.526,-1.0637,-1.1629,0.8882,0
2423,117,electronics,46.48,1702153766,-1210,0,1.1647,1.6893,-0.4069,-1.7262,-1.8919,0
2424,20,fuel,112.45,1700203474,-7289,0,1.3295,0.8682,0.4613,0.6365,0.6844,0
2425,136,online_retail,101.31,1700126745,-6736,0,1.8959,-1.0911,-0.8763,0.4875,0.7699,0
2426,25,electronics,40.06,1701802572,-6862,0,-1.2079,0.8285,-0.4435,0.5187,-1.2926,0
2427,8,grocery,431.69,1700456021,-2613,0,-1.9309,0.5738,2.0008,0.0414,1.8254,0
2428,14,grocery,44.18,1702471709,-5788,0,-1.3774,-0.8836,0.4919,0.5377,-0.5055,0
2429,9,electronics,99.96,1701373651,-365243,0,0.5868,-0.5375,0.1177,0.3489,1.8517,0
2430,121,online_retail,167.87,1700900794,-6554,0,-0.8786,0.5976,0.8477,2.2883,1.5195,0
2431,120,pharmacy,15.72,1701932457,-358,0,0.6838,-1.943,0.4821,1.1116,-1.0885,0
2432,124,restaurant,35.75,1701407539,-5767,0,-0.8654,1.818,1.2496,-1.5235,0.0265,0
2433,169,grocery,22.19,1701874431,-6242,0,-0.0108,1.5866,1.6648,0.3027,-1.0039,0
2434,71,pharmacy,152.24,1702096958,-5103,0,-0.4252,-1.8102,-1.5579,2.6991,-0.3057,0
2435,151,pharmacy,161.55,1701152188,-241,0,-0.2965,-0.1358,0.1127,0.4191,-0.9345,0
2436,48,clothing,29.56,1702061431,-365243,0,1.5168,-0.6563,-1.7091,-1.3771,-0.0125,0
2437,153,fuel,0.41,1700086120,-6855,0,0.9234,0.8005,1.2803,-1.2588,1.3157,0
2438,90,travel,55.05,1700903841,-4065,0,0.4979,-0.3198,-0.7467,-0.9237,0.5336,0
2439,36,grocery,116.2,1700877350,-1827,0,0.0692,-1.8172,-0.3008,-0.4259,1.1821,0
2440,67,electronics,97.42,1700590888,-7282,0,0.3482,-0.4234,-0.7913,0.269,-0.6353,0
2441,49,restaurant,59.0,1701026923,-3559,0,-1.4539,0.3521,-0.0771,-0.1848,0.0701,0
2442,151,travel,35.95,1700531108,-3861,0,0.5475,-1.3103,-0.8258,1.4761,1.1139,0
2443,18,fuel,64.32,1701216373,-5361,0,2.0365,0.7926,0.7048,-0.0864,-1.4968,0
2444,99,pharmacy,1.52,1700313678,-4252,0,0.6807,-0.081,-1.6953,0.5807,1.121,0
2445,59,fuel,7.67,1701789087,-4448,0,-0.8037,-0.3732,0.3678,-0.8898,-0.1469,0
2446,166,online_retail,17.75,1701818284,-4140,0,0.229,0.8026,-0.0101,0.5276,-0.2061,0
2447,88,grocery,98.19,1702442716,-6736,0,0.1447,0.357,-2.4693,-0.6745,1.1334,0
2448,145,fuel,24.69,1701227103,-365243,0,-2.0256,0.3946,1.3857,1.1374,0.8326,0
2449,146,fuel,55.06,1701394208,-3735,0,1.7307,1.2213,-0.3838,0.7179,-1.3839,0
2450,163,restaurant,97.13,1702280657,-1968,0,0.9744,-0.0703,1.0777,0.2744,0.9973,0
2451,182,online_retail,177.54,1701320431,-6580,0,0.1434,-0.2522,0.3086,-1.531,-0.103,0
2452,68,online_retail,79.77,1700533885,-365243,0,-0.4452,-1.3783,-0.6978,-1.2973,-1.5417,0
2453,174,pharmacy,19.5,1701791456,-143,0,-0.5744,0.5048,-1.4969,-0.0467,0.1983,0
2454,48,restaurant,303.11,1700212996,-7168,0,-0.1125,0.8382,3.1099,1.6514,-0.6398,0
2455,107,restaurant,9.43,1700899105,-365243,0,-0.9661,-0.4644,0.5177,0.0418,0.0492,0
2456,160,electronics,45.75,1700411998,-3634,0,0.0984,0.0772,0.2643,0.9381,0.3493,0
2457,118,fuel,254.24,1700465360,-6406,0,-1.0956,0.926,1.0914,-0.147,0.3089,0
2458,148,fuel,92.21,1702064731,-365243,0,-0.4669,-0.7759,-0.6537,-0.586,1.4426,0
2459,149,online_retail,108.66,1700858468,-6817,0,-0.074,-0.8174,-0.2415,0.6644,1.4531,0
2460,175,fuel,35.91,1701134321,-4158,0,0.5417,-0.0243,1.7269,-0.2196,-0.2818,0
2461,36,clothing,18.81,1701283224,-5687,1,-0.4729,0.3248,-1.1438,-1.6126,-0.3378,1
2462,142,restaurant,45.53,1700106998,-365243,0,-0.4928,1.2044,0.3049,0.6923,0.474,0
2463,162,travel,51.44,1702147173,-5516,0,-1.0797,-0.2032,0.4223,-1.7424,-1.7658,0
2464,198,online_retail,100.88,1700520410,-2020,1,0.6148,-0.3626,-2.8331,-1.8469,-0.3673,1
2465,159,grocery,24.27,1701179248,-6175,0,0.501,-0.4969,1.1491,-0.7242,-0.5558,0
2466,10,online_retail,43.93,1700380703,-7093,0,2.3133,0.8479,1.0555,-0.7419,-0.2402,0
2467,137,pharmacy,102.0,1701993155,-2850,0,0.0289,-0.2285,0.1666,0.1567,-0.1884,0
2468,77,travel,297.66,1700744875,-1193,0,-0.2547,1.3866,-0.8653,-0.4586,-1.4364,0
2469,76,pharmacy,327.75,1700424018,-365243,1,-0.998,-0.9319,-0.6526,1.0989,0.1625,1
2470,184,electronics,151.23,1701528545,-2356,0,1.3527,-0.9937,-0.8547,-1.0918,1.7818,0
2471,152,electronics,36.54,1701814285,-2507,0,0.5577,0.8829,-1.1537,-0.0074,0.5581,0
2472,1,pharmacy,11.06,1700711182,-334,0,-1.4246,-0.4947,0.4351,-2.1715,1.4837,0
2473,63,fuel,34.46,1702461985,-2563,0,0.6675,-1.1442,-0.0483,0.4761,0.1304,0
2474,34,travel,51.53,1700080291,-6585,0,-0.0584,-0.1147,0.7753,0.8159,0.6991,0
2475,6,fuel,117.08,1701739528,-2721,0,0.7061,0.4818,0.5919,1.6804,-0.1126,0
2476,84,online_retail,280.28,1700580294,-2439,0,-1.6981,1.2419,0.4524,0.5286,-0.8688,0
2477,145,clothing,165.7,1701992349,-365243,0,-1.6613,0.2836,-0.2601,-0.0184,-0.5247,0
2478,66,electronics,30.98,1700628556,-7079,0,0.0555,-0.6737,1.4986,-0.1945,0.8604,0
2479,41,electronics,171.65,1700221163,-6704,0,0.4745,1.2982,0.1786,0.9205,0.7217,0
2480,117,travel,53.06,1701892236,-254,0,1.5507,0.711,-0.776,-0.1838,-1.2168,0
2481,124,electronics,19.29,1701897678,-3658,0,-0.3108,-1.3785,0.7533,-1.7976,-1.0669,0
2482,166,clothing,61.85,1702199223,-365243,0,0.3198,0.803,-2.01,0.3741,0.6444,0
2483,168,clothing,82.83,1700110572,-3238,0,-1.6818,-1.7921,0.0112,0.4688,-0.4658,0
2484,23,clothing,144.14,1702236149,-365243,0,0.2075,0.0066,1.9991,-2.2402,-0.47,0
2485,187,grocery,43.06,1701838115,-1028,0,-0.3901,-1.7124,0.3576,-0.5626,-0.8933,0
2486,45,clothing,15.87,1702183540,-6008,0,-1.2517,0.0983,0.4855,-0.1776,0.9109,0
2487,18,clothing,9.91,1701862625,-365243,0,0.3739,1.8107,-1.0912,-1.4186,0.6041,0
2488,67,grocery,11.93,1700836507,-5092,0,-0.2728,-1.3389,-0.9896,0.7468,0.947,0
2489,101,fuel,299.62,1701699862,-3995,0,0.7709,0.0992,-0.2294,-0.183,0.2559,0
2490,41,online_retail,303.14,1700809063,-365243,0,0.1706,-0.9812,1.0155,0.046,-2.2129,0
2491,31,restaurant,346.59,1700647408,-5590,0,-1.2521,-0.4151,0.2102,0.0077,-0.6959,0
2492,166,electronics,117.66,1701932166,-6929,1,1.7893,0.2402,0.2022,-0.7571,0.1229,1
2493,108,clothing,21.27,1700401099,-5984,0,-0.377,-1.6815,0.5211,0.1881,-0.9694,0
2494,35,electronics,395.88,1701196845,-365243,0,0.2482,0.9776,0.5108,-0.5854,2.3968,0
2495,96,travel,444.51,1701987214,-365243,0,0.4361,-0.6256,1.6295,-1.7974,-1.1666,0
2496,163,electronics,8.16,1702130702,-4790,0,-0.4934,0.9743,-0.6621,-0.1264,-0.9203,0
2497,130,pharmacy,139.65,1700276786,-2913,0,0.7013,0.476,-1.4522,-0.0469,0.2524,0
2498,72,fuel,34.06,1700417799,-6920,0,-0.1888,-0.0703,-0.6899,0.8306,-0.7639,0
2499,135,online_retail,240.02,1701309764,-5490,0,0.9432,-0.0019,-0.4965,-0.0606,0.085,0
2500,96,grocery,9.35,1700603826,-6141,0,-0.3457,-0.3796,-1.0022,1.4382,-0.8099,0
2501,122,electronics,219.44,1700324158,-181,0,-1.2173,0.4328,-1.8872,0.0265,-1.113,0
2502,69,electronics,0.26,1700372429,-4068,0,0.4417,-0.1922,-0.8875,-0.1735,0.4375,0
2503,168,electronics,73.81,1700630167,-3077,0,-0.4487,-0.37,0.9275,0.4152,-0.4737,0
2504,195,restaurant,40.88,1700090629,-1221,0,0.081,-0.3199,1.0359,-1.7047,0.5485,0
2505,12,restaurant,55.75,1702083958,-4143,0,0.4819,-0.7341,-0.9066,1.1547,-0.2116,0
2506,48,travel,56.88,1702436126,-365243,0,1.4366,-1.0159,-0.0875,-0.5689,-0.4245,0
2507,59,grocery,106.02,1701356258,-4730,0,0.3425,-0.752,-0.176,-0.7586,0.606,0
2508,129,electronics,8.66,1702406606,-5260,1,1.7181,2.5223,-0.2364,0.0088,-0.062,1
2509,187,electronics,302.49,1701163842,-5785,1,-2.3071,1.136,0.4472,-0.3099,-0.194,1
2510,4,electronics,2.24,1701236938,-1564,0,-0.657,-0.3477,-0.4761,-1.0398,0.9267,0
2511,171,electronics,20.49,1700446850,-5547,0,1.5782,-0.6133,-1.0144,-0.7567,-0.9763,0
2512,26,restaurant,93.33,1701279817,-4685,0,-0.4722,0.2655,1.2019,-1.5896,0.9457,0
2513,159,fuel,9.04,1701299825,-3633,0,-0.0034,-2.1278,-1.2589,0.5067,-0.8575,0
2514,148,fuel,469.99,1702164064,-5974,0,-0.3876,-0.129,1.1826,-1.2755,0.6432,0
2515,7,travel,153.43,1700079183,-2358,0,1.2733,-0.9774,0.7811,-0.5249,-0.6921,0
2516,199,pharmacy,122.3,1700060282,-6418,0,-0.3307,0.2291,-0.7469,0.9154,-0.4355,0
2517,49,clothing,31.15,1702155401,-1563,0,-2.0361,-0.0718,-1.2791,-0.2624,0.3683,0
2518,66,grocery,4.98,1701611040,-4936,0,-0.6573,-1.7177,-1.0052,1.2986,0.1899,0
2519,43,fuel,385.29,1700532451,-1414,0,0.8582,1.6648,2.0616,0.2118,-0.2829,0
2520,124,pharmacy,16.0,1700123844,-2507,0,-0.6254,0.101,0.4612,0.7043,-1.0156,0
2521,57,online_retail,177.53,1702463883,-4829,0,-1.0021,-0.241,0.0023,1.616,-2.3593,0
2522,2,online_retail,22.0,1700755640,-6505,0,-0.6071,0.8456,-1.0013,-0.0213,0.9608,0
2523,85,electronics,46.86,1702431275,-1018,0,0.6624,0.6826,-0.2029,0.121,0.1665,0
2524,69,online_retail,118.28,1701200791,-7237,0,-0.5317,0.8334,-1.3069,-0.6673,0.8402,0
2525,129,fuel,290.71,1702071979,-3655,0,-1.9746,0.1429,1.1026,-0.7649,0.4131,0
2526,171,travel,4.31,1702082655,-6806,1,-0.4155,0.3167,0.1927,1.2822,0.5669,1
2527,1,clothing,30.21,1702453367,-6843,0,0.863,0.8098,1.3567,-0.9673,-1.241,0
2528,101,fuel,144.8,1702144404,-5551,0,1.0422,0.1625,1.8745,-2.1928,-0.0707,0
2529,34,travel,19.04,1700456395,-7029,0,-0.0192,0.8962,1.9509,0.007,0.421,0
2530,97,online_retail,28.46,1701885243,-758,1,-2.3664,0.5359,0.0711,-0.3531,1.0192,1
2531,29,restaurant,4.73,1702449842,-3780,0,0.2491,1.6175,-0.7606,-0.8869,-0.8513,0
2532,115,clothing,69.81,1702490388,-365243,0,-0.4354,-1.5937,-0.262,0.035,1.4994,0
2533,7,travel,145.99,1700912234,-6099,0,-0.1248,1.2659,0.8288,0.1381,-0.1424,0
2534,149,pharmacy,326.32,1702467717,-621,0,0.5362,0.6425,-0.5281,0.5863,-0.0904,0
2535,43,fuel,89.59,1702296397,-1889,1,1.1942,2.0396,-0.3416,-1.9625,-0.3336,1
2536,185,restaurant,12.94,1701547840,-3585,0,-1.0734,0.2631,-1.0075,-0.1108,1.6305,0
2537,35,pharmacy,51.51,1701133909,-182,0,1.8322,0.3612,-0.9014,0.8736,-0.4651,0
2538,196,travel,5.7,1700272951,-6830,0,-1.4898,1.9535,-0.0104,0.5513,-0.3253,0
2539,76,travel,40.25,1701000778,-2729,0,0.5346,-0.8261,-0.1156,0.9168,-0.1795,0
2540,30,online_retail,103.02,1700718525,-2296,0,-0.8432,0.9215,-0.361,-0.382,-1.1291,0
2541,46,pharmacy,18.41,1702105534,-365243,0,1.5475,1.0643,-0.2537,-0.8708,0.6789,0
2542,54,fuel,99.93,1700516243,-5417,0,0.4027,-0.4115,-0.092,0.5912,0.2285,0
2543,105,clothing,357.37,1701544449,-365243,0,0.3695,0.2613,0.7293,-0.5581,0.1606,0
2544,189,restaurant,199.66,1700539353,-6174,0,-0.7223,-0.6492,1.9036,-1.425,0.6681,0
2545,157,online_retail,44.14,1702444766,-5422,0,2.7183,1.7646,0.563,1.9105,0.4008,0
2546,120,electronics,54.73,1702111577,-1500,0,-0.2953,0.0208,0.9003,2.0773,1.0627,0
2547,54,grocery,54.36,1701220447,-7017,0,-0.0886,-0.6385,-1.9397,-0.1364,-1.0347,0
2548,143,clothing,196.54,1701765113,-365243,0,0.927,-0.2522,0.9726,2.5076,-0.1302,0
2549,11,online_retail,508.76,1701962821,-5472,0,0.1628,0.3635,-0.2825,0.116,-0.3501,0
2550,144,restaurant,174.81,1702440342,-985,0,1.358,-0.2156,-1.2485,-1.1626,-0.8413,0
2551,143,pharmacy,81.67,1700824283,-3554,0,-0.4479,0.8752,0.8121,0.8958,0.0169,0
2552,139,travel,10.24,1701581680,-365243,0,0.9935,-0.2449,-1.835,0.9485,-0.6852,0
2553,135,pharmacy,308.97,1701519645,-6881,0,-0.2165,-0.363,0.5222,0.159,-0.2291,0
2554,2,online_retail,196.64,1700002175,-5517,0,1.599,-0.0908,-0.237,0.8079,1.1674,0
2555,143,restaurant,184.14,1701322061,-7257,0,0.8909,-0.5978,0.3674,0.0849,-0.1937,0
2556,29,pharmacy,49.73,1702286113,-3306,0,-0.9345,0.2204,1.0876,1.6297,1.1532,0
2557,22,pharmacy,59.27,1700345259,-2216,0,-0.449,-0.9329,-1.493,1.0547,0.8228,0
2558,91,grocery,12.74,1702389490,-2791,0,-0.5545,-0.7579,1.2682,0.9736,1.2924,0
2559,114,fuel,277.86,1700428053,-126,0,0.5613,0.6465,-2.0596,-0.3742,2.023,0
2560,103,online_retail,286.88,1700558867,-2621,0,-0.5679,0.2187,1.5577,0.8747,-0.9654,0
2561,117,grocery,29.36,1701145130,-4216,0,-1.1741,1.6097,0.7413,0.3552,0.5025,0
2562,4,online_retail,119.08,1701447698,-365243,0,-0.3696,-0.8906,0.44,-0.6015,-0.591,0
2563,103,electronics,22.75,1700040751,-1009,0,-0.3666,0.7841,-0.7022,-0.7909,-0.9487,0
2564,107,electronics,49.91,1701249247,-1214,0,-0.1532,1.0107,-0.1456,0.0026,0.19,0
